alpha, epsilon, q, q_hat
33.9, 0.2, 0.9929005545505508, 139.85607208624705
34.0, 0.2, 0.9929415724500951, 140.67461420121344
34.1, 0.2, 0.9929822378033512, 141.49556653223803
34.2, 0.2, 0.993022554617338, 142.3189290861193
34.300000000000004, 0.2, 0.9930625268426108, 143.14470186956817
34.4, 0.2, 0.9931021583742069, 143.97288488919554
34.5, 0.2, 0.9931414530525754, 144.803478151521
34.6, 0.2, 0.9931804146644873, 145.63648166297472
34.7, 0.2, 0.9932190469439287, 146.47189542989787
34.800000000000004, 0.2, 0.9932573535729765, 147.30971945854185
34.9, 0.2, 0.9932953381826577, 148.1499537550722
35.0, 0.2, 0.993333004353792, 148.99259832557095
35.1, 0.2, 0.9933703556178182, 149.83765317603607
35.2, 0.2, 0.9934073954576045, 150.68511831237973
35.300000000000004, 0.2, 0.9934441273082448, 151.53499374043966
35.4, 0.2, 0.9934805545578382, 152.38727946596816
35.5, 0.2, 0.9935166805482549, 153.24197549464176
35.6, 0.2, 0.9935525085758871, 154.09908183206105
35.7, 0.2, 0.9935880418923859, 154.95859848374826
35.800000000000004, 0.2, 0.9936232837053848, 155.8205254551533
35.9, 0.2, 0.9936582371792088, 156.68486275165125
36.0, 0.2, 0.9936929054355709, 157.5516103785452
36.1, 0.2, 0.9937272915542561, 158.42076834106882
36.2, 0.2, 0.9937613985737912, 159.2923366443838
36.300000000000004, 0.2, 0.9937952294921033, 160.16631529358304
36.4, 0.2, 0.9938287872671666, 161.04270429369348
36.5, 0.2, 0.9938620748176357, 161.92150364967407
